Date,family,sales,onpromotion
02/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
02/11/2013,SEAFOOD,22.886,0
03/11/2013,AUTOMOTIVE,2,0
03/11/2013,BABY CARE,0,0
03/11/2013,BEAUTY,5,0
03/11/2013,BEVERAGES,441,0
03/11/2013,BOOKS,0,0
03/11/2013,BREAD/BAKERY,122.825,0
03/11/2013,CELEBRATION,0,0
03/11/2013,CLEANING,276,0
03/11/2013,DAIRY,207,0
03/11/2013,DELI,60.595,0
03/11/2013,EGGS,92,0
03/11/2013,FROZEN FOODS,39,0
03/11/2013,GROCERY I,996,0
03/11/2013,GROCERY II,3,0
03/11/2013,HARDWARE,0,0
03/11/2013,HOME AND KITCHEN I,0,0
03/11/2013,HOME AND KITCHEN II,0,0
03/11/2013,HOME APPLIANCES,0,0
03/11/2013,HOME CARE,0,0
03/11/2013,LADIESWEAR,0,0
03/11/2013,LAWN AND GARDEN,9,0
03/11/2013,LINGERIE,5,0
03/11/2013,"LIQUOR,WINE,BEER",0,0
03/11/2013,MAGAZINES,0,0
03/11/2013,MEATS,133.896,0
03/11/2013,PERSONAL CARE,51,0
03/11/2013,PET SUPPLIES,0,0
03/11/2013,PLAYERS AND ELECTRONICS,0,0
03/11/2013,POULTRY,89.66,0
03/11/2013,PREPARED FOODS,52.731,0
03/11/2013,PRODUCE,19,0
03/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
03/11/2013,SEAFOOD,8.999001,0
04/11/2013,AUTOMOTIVE,5,0
04/11/2013,BABY CARE,0,0
04/11/2013,BEAUTY,3,0
04/11/2013,BEVERAGES,1002,0
04/11/2013,BOOKS,0,0
04/11/2013,BREAD/BAKERY,304.65,0
04/11/2013,CELEBRATION,0,0
04/11/2013,CLEANING,692,0
04/11/2013,DAIRY,360,0
04/11/2013,DELI,128.592,0
04/11/2013,EGGS,157,0
04/11/2013,FROZEN FOODS,74,0
04/11/2013,GROCERY I,2327,0
04/11/2013,GROCERY II,28,0
04/11/2013,HARDWARE,0,0
04/11/2013,HOME AND KITCHEN I,0,0
04/11/2013,HOME AND KITCHEN II,0,0
04/11/2013,HOME APPLIANCES,2,0
04/11/2013,HOME CARE,0,0
04/11/2013,LADIESWEAR,0,0
04/11/2013,LAWN AND GARDEN,11,0
04/11/2013,LINGERIE,8,0
04/11/2013,"LIQUOR,WINE,BEER",59,0
04/11/2013,MAGAZINES,0,0
04/11/2013,MEATS,285.14,0
04/11/2013,PERSONAL CARE,122,0
04/11/2013,PET SUPPLIES,0,0
04/11/2013,PLAYERS AND ELECTRONICS,0,0
04/11/2013,POULTRY,262.961,0
04/11/2013,PREPARED FOODS,78.147,0
04/11/2013,PRODUCE,0,0
04/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
04/11/2013,SEAFOOD,20.711,0
05/11/2013,AUTOMOTIVE,1,0
05/11/2013,BABY CARE,0,0
05/11/2013,BEAUTY,1,0
05/11/2013,BEVERAGES,853,0
05/11/2013,BOOKS,0,0
05/11/2013,BREAD/BAKERY,294.91,0
05/11/2013,CELEBRATION,0,0
05/11/2013,CLEANING,853,0
05/11/2013,DAIRY,591,0
05/11/2013,DELI,125.776,0
05/11/2013,EGGS,156,0
05/11/2013,FROZEN FOODS,163,0
05/11/2013,GROCERY I,2364,0
05/11/2013,GROCERY II,11,0
05/11/2013,HARDWARE,0,0
05/11/2013,HOME AND KITCHEN I,0,0
05/11/2013,HOME AND KITCHEN II,0,0
05/11/2013,HOME APPLIANCES,0,0
05/11/2013,HOME CARE,0,0
05/11/2013,LADIESWEAR,0,0
05/11/2013,LAWN AND GARDEN,2,0
05/11/2013,LINGERIE,28,0
05/11/2013,"LIQUOR,WINE,BEER",70,0
05/11/2013,MAGAZINES,0,0
05/11/2013,MEATS,320.34,0
05/11/2013,PERSONAL CARE,128,0
05/11/2013,PET SUPPLIES,0,0
05/11/2013,PLAYERS AND ELECTRONICS,0,0
05/11/2013,POULTRY,294.72,0
05/11/2013,PREPARED FOODS,95.104004,0
05/11/2013,PRODUCE,0,0
05/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
05/11/2013,SEAFOOD,24.89,0
06/11/2013,AUTOMOTIVE,3,0
06/11/2013,BABY CARE,0,0
06/11/2013,BEAUTY,1,0
06/11/2013,BEVERAGES,1009,0
06/11/2013,BOOKS,0,0
06/11/2013,BREAD/BAKERY,295.965,0
06/11/2013,CELEBRATION,0,0
06/11/2013,CLEANING,777,0
06/11/2013,DAIRY,645,0
06/11/2013,DELI,135.1,0
06/11/2013,EGGS,162,0
06/11/2013,FROZEN FOODS,107,0
06/11/2013,GROCERY I,2458,0
06/11/2013,GROCERY II,10,0
06/11/2013,HARDWARE,0,0
06/11/2013,HOME AND KITCHEN I,0,0
06/11/2013,HOME AND KITCHEN II,0,0
06/11/2013,HOME APPLIANCES,0,0
06/11/2013,HOME CARE,0,0
06/11/2013,LADIESWEAR,0,0
06/11/2013,LAWN AND GARDEN,8,0
06/11/2013,LINGERIE,6,0
06/11/2013,"LIQUOR,WINE,BEER",80,0
06/11/2013,MAGAZINES,0,0
06/11/2013,MEATS,294.804,0
06/11/2013,PERSONAL CARE,129,0
06/11/2013,PET SUPPLIES,0,0
06/11/2013,PLAYERS AND ELECTRONICS,0,0
06/11/2013,POULTRY,375.446,0
06/11/2013,PREPARED FOODS,74.844,0
06/11/2013,PRODUCE,1,0
06/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
06/11/2013,SEAFOOD,23.95,0
07/11/2013,AUTOMOTIVE,2,0
07/11/2013,BABY CARE,0,0
07/11/2013,BEAUTY,2,0
07/11/2013,BEVERAGES,901,0
07/11/2013,BOOKS,0,0
07/11/2013,BREAD/BAKERY,319.797,0
07/11/2013,CELEBRATION,0,0
07/11/2013,CLEANING,702,0
07/11/2013,DAIRY,503,0
07/11/2013,DELI,95.902,0
07/11/2013,EGGS,129,0
07/11/2013,FROZEN FOODS,99,0
07/11/2013,GROCERY I,1936,0
07/11/2013,GROCERY II,18,0
07/11/2013,HARDWARE,0,0
07/11/2013,HOME AND KITCHEN I,0,0
07/11/2013,HOME AND KITCHEN II,0,0
07/11/2013,HOME APPLIANCES,3,0
07/11/2013,HOME CARE,0,0
07/11/2013,LADIESWEAR,0,0
07/11/2013,LAWN AND GARDEN,2,0
07/11/2013,LINGERIE,3,0
07/11/2013,"LIQUOR,WINE,BEER",84,0
07/11/2013,MAGAZINES,0,0
07/11/2013,MEATS,263.253,0
07/11/2013,PERSONAL CARE,120,0
07/11/2013,PET SUPPLIES,0,0
07/11/2013,PLAYERS AND ELECTRONICS,0,0
07/11/2013,POULTRY,308.799,0
07/11/2013,PREPARED FOODS,59.274,0
07/11/2013,PRODUCE,0,0
07/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
07/11/2013,SEAFOOD,23.335001,0
08/11/2013,AUTOMOTIVE,5,0
08/11/2013,BABY CARE,0,0
08/11/2013,BEAUTY,3,0
08/11/2013,BEVERAGES,1088,0
08/11/2013,BOOKS,0,0
08/11/2013,BREAD/BAKERY,312.775,0
08/11/2013,CELEBRATION,0,0
08/11/2013,CLEANING,732,0
08/11/2013,DAIRY,663,0
08/11/2013,DELI,145.309,0
08/11/2013,EGGS,153,0
08/11/2013,FROZEN FOODS,99,0
08/11/2013,GROCERY I,2149,0
08/11/2013,GROCERY II,45,0
08/11/2013,HARDWARE,3,0
08/11/2013,HOME AND KITCHEN I,0,0
08/11/2013,HOME AND KITCHEN II,0,0
08/11/2013,HOME APPLIANCES,0,0
08/11/2013,HOME CARE,0,0
08/11/2013,LADIESWEAR,0,0
08/11/2013,LAWN AND GARDEN,9,0
08/11/2013,LINGERIE,6,0
08/11/2013,"LIQUOR,WINE,BEER",138,0
08/11/2013,MAGAZINES,0,0
08/11/2013,MEATS,1024.162,0
08/11/2013,PERSONAL CARE,99,0
08/11/2013,PET SUPPLIES,0,0
08/11/2013,PLAYERS AND ELECTRONICS,0,0
08/11/2013,POULTRY,743.639,0
08/11/2013,PREPARED FOODS,90,0
08/11/2013,PRODUCE,11,0
08/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
08/11/2013,SEAFOOD,41.291,0
09/11/2013,AUTOMOTIVE,2,0
09/11/2013,BABY CARE,0,0
09/11/2013,BEAUTY,1,0
09/11/2013,BEVERAGES,940,0
09/11/2013,BOOKS,0,0
09/11/2013,BREAD/BAKERY,250.927,0
09/11/2013,CELEBRATION,0,0
09/11/2013,CLEANING,509,0
09/11/2013,DAIRY,601,0
09/11/2013,DELI,111.942,0
09/11/2013,EGGS,135,0
09/11/2013,FROZEN FOODS,137.18,0
09/11/2013,GROCERY I,2040,0
09/11/2013,GROCERY II,16,0
09/11/2013,HARDWARE,4,0
09/11/2013,HOME AND KITCHEN I,0,0
09/11/2013,HOME AND KITCHEN II,0,0
09/11/2013,HOME APPLIANCES,0,0
09/11/2013,HOME CARE,0,0
09/11/2013,LADIESWEAR,0,0
09/11/2013,LAWN AND GARDEN,6,0
09/11/2013,LINGERIE,3,0
09/11/2013,"LIQUOR,WINE,BEER",119,0
09/11/2013,MAGAZINES,0,0
09/11/2013,MEATS,258.946,0
09/11/2013,PERSONAL CARE,104,0
09/11/2013,PET SUPPLIES,0,0
09/11/2013,PLAYERS AND ELECTRONICS,0,0
09/11/2013,POULTRY,332.689,0
09/11/2013,PREPARED FOODS,112.974,0
09/11/2013,PRODUCE,11,0
09/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
09/11/2013,SEAFOOD,15.632,0
10/11/2013,AUTOMOTIVE,1,0
10/11/2013,BABY CARE,0,0
10/11/2013,BEAUTY,1,0
10/11/2013,BEVERAGES,430,0
10/11/2013,BOOKS,0,0
10/11/2013,BREAD/BAKERY,128.248,0
10/11/2013,CELEBRATION,0,0
10/11/2013,CLEANING,228,0
10/11/2013,DAIRY,277,0
10/11/2013,DELI,53.366,0
10/11/2013,EGGS,93,0
10/11/2013,FROZEN FOODS,68,0
10/11/2013,GROCERY I,968,0
10/11/2013,GROCERY II,8,0
10/11/2013,HARDWARE,0,0
10/11/2013,HOME AND KITCHEN I,0,0
10/11/2013,HOME AND KITCHEN II,0,0
10/11/2013,HOME APPLIANCES,1,0
10/11/2013,HOME CARE,0,0
10/11/2013,LADIESWEAR,0,0
10/11/2013,LAWN AND GARDEN,8,0
10/11/2013,LINGERIE,1,0
10/11/2013,"LIQUOR,WINE,BEER",0,0
10/11/2013,MAGAZINES,0,0
10/11/2013,MEATS,244.078,0
10/11/2013,PERSONAL CARE,54,0
10/11/2013,PET SUPPLIES,0,0
10/11/2013,PLAYERS AND ELECTRONICS,0,0
10/11/2013,POULTRY,126.015,0
10/11/2013,PREPARED FOODS,65.264,0
10/11/2013,PRODUCE,23,0
10/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
10/11/2013,SEAFOOD,9.467,0
11/11/2013,AUTOMOTIVE,0,0
11/11/2013,BABY CARE,0,0
11/11/2013,BEAUTY,1,0
11/11/2013,BEVERAGES,835,0
11/11/2013,BOOKS,0,0
11/11/2013,BREAD/BAKERY,301.352,0
11/11/2013,CELEBRATION,0,0
11/11/2013,CLEANING,565,0
11/11/2013,DAIRY,579,0
11/11/2013,DELI,137.38,0
11/11/2013,EGGS,155,0
11/11/2013,FROZEN FOODS,124,0
11/11/2013,GROCERY I,2097,0
11/11/2013,GROCERY II,16,0
11/11/2013,HARDWARE,7,0
11/11/2013,HOME AND KITCHEN I,0,0
11/11/2013,HOME AND KITCHEN II,0,0
11/11/2013,HOME APPLIANCES,2,0
11/11/2013,HOME CARE,0,0
11/11/2013,LADIESWEAR,0,0
11/11/2013,LAWN AND GARDEN,0,0
11/11/2013,LINGERIE,4,0
11/11/2013,"LIQUOR,WINE,BEER",94,0
11/11/2013,MAGAZINES,0,0
11/11/2013,MEATS,308.651,0
11/11/2013,PERSONAL CARE,125,0
11/11/2013,PET SUPPLIES,0,0
11/11/2013,PLAYERS AND ELECTRONICS,0,0
11/11/2013,POULTRY,389.30798,0
11/11/2013,PREPARED FOODS,71,0
11/11/2013,PRODUCE,0,0
11/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
11/11/2013,SEAFOOD,17.225,0
12/11/2013,AUTOMOTIVE,1,0
12/11/2013,BABY CARE,0,0
12/11/2013,BEAUTY,1,0
12/11/2013,BEVERAGES,819,0
12/11/2013,BOOKS,0,0
12/11/2013,BREAD/BAKERY,262.832,0
12/11/2013,CELEBRATION,0,0
12/11/2013,CLEANING,525,0
12/11/2013,DAIRY,507,0
12/11/2013,DELI,95.768,0
12/11/2013,EGGS,110,0
12/11/2013,FROZEN FOODS,119,0
12/11/2013,GROCERY I,1955,0
12/11/2013,GROCERY II,23,0
12/11/2013,HARDWARE,3,0
12/11/2013,HOME AND KITCHEN I,0,0
12/11/2013,HOME AND KITCHEN II,0,0
12/11/2013,HOME APPLIANCES,0,0
12/11/2013,HOME CARE,0,0
12/11/2013,LADIESWEAR,0,0
12/11/2013,LAWN AND GARDEN,7,0
12/11/2013,LINGERIE,5,0
12/11/2013,"LIQUOR,WINE,BEER",67,0
12/11/2013,MAGAZINES,0,0
12/11/2013,MEATS,267.889,0
12/11/2013,PERSONAL CARE,96,0
12/11/2013,PET SUPPLIES,0,0
12/11/2013,PLAYERS AND ELECTRONICS,0,0
12/11/2013,POULTRY,279.803,0
12/11/2013,PREPARED FOODS,58.8,0
12/11/2013,PRODUCE,2,0
12/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
12/11/2013,SEAFOOD,30.228,0
13/11/2013,AUTOMOTIVE,3,0
13/11/2013,BABY CARE,0,0
13/11/2013,BEAUTY,2,0
13/11/2013,BEVERAGES,1148,0
13/11/2013,BOOKS,0,0
13/11/2013,BREAD/BAKERY,402.726,0
13/11/2013,CELEBRATION,0,0
13/11/2013,CLEANING,776,0
13/11/2013,DAIRY,685,0
13/11/2013,DELI,115.573,0
13/11/2013,EGGS,162,0
13/11/2013,FROZEN FOODS,129.75,0
13/11/2013,GROCERY I,2910,0
13/11/2013,GROCERY II,22,0
13/11/2013,HARDWARE,5,0
13/11/2013,HOME AND KITCHEN I,0,0
13/11/2013,HOME AND KITCHEN II,0,0
13/11/2013,HOME APPLIANCES,0,0
13/11/2013,HOME CARE,0,0
13/11/2013,LADIESWEAR,0,0
13/11/2013,LAWN AND GARDEN,2,0
13/11/2013,LINGERIE,6,0
13/11/2013,"LIQUOR,WINE,BEER",98,0
13/11/2013,MAGAZINES,0,0
13/11/2013,MEATS,306.839,0
13/11/2013,PERSONAL CARE,142,0
13/11/2013,PET SUPPLIES,0,0
13/11/2013,PLAYERS AND ELECTRONICS,0,0
13/11/2013,POULTRY,369.094,0
13/11/2013,PREPARED FOODS,78.233,0
13/11/2013,PRODUCE,3,0
13/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
13/11/2013,SEAFOOD,31.58,0
14/11/2013,AUTOMOTIVE,1,0
14/11/2013,BABY CARE,0,0
14/11/2013,BEAUTY,1,0
14/11/2013,BEVERAGES,922,0
14/11/2013,BOOKS,0,0
14/11/2013,BREAD/BAKERY,307.426,0
14/11/2013,CELEBRATION,0,0
14/11/2013,CLEANING,615,0
14/11/2013,DAIRY,481,0
14/11/2013,DELI,104.614,0
14/11/2013,EGGS,115,0
14/11/2013,FROZEN FOODS,113,0
14/11/2013,GROCERY I,2133,0
14/11/2013,GROCERY II,28,0
14/11/2013,HARDWARE,3,0
14/11/2013,HOME AND KITCHEN I,0,0
14/11/2013,HOME AND KITCHEN II,0,0
14/11/2013,HOME APPLIANCES,1,0
14/11/2013,HOME CARE,0,0
14/11/2013,LADIESWEAR,0,0
14/11/2013,LAWN AND GARDEN,5,0
14/11/2013,LINGERIE,7,0
14/11/2013,"LIQUOR,WINE,BEER",103,0
14/11/2013,MAGAZINES,0,0
14/11/2013,MEATS,411.193,0
14/11/2013,PERSONAL CARE,101,0
14/11/2013,PET SUPPLIES,0,0
14/11/2013,PLAYERS AND ELECTRONICS,0,0
14/11/2013,POULTRY,280.339,0
14/11/2013,PREPARED FOODS,73.312,0
14/11/2013,PRODUCE,3,0
14/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
14/11/2013,SEAFOOD,25.215,0
15/11/2013,AUTOMOTIVE,4,0
15/11/2013,BABY CARE,0,0
15/11/2013,BEAUTY,3,0
15/11/2013,BEVERAGES,899,0
15/11/2013,BOOKS,0,0
15/11/2013,BREAD/BAKERY,310.856,0
15/11/2013,CELEBRATION,0,0
15/11/2013,CLEANING,695,0
15/11/2013,DAIRY,546,0
15/11/2013,DELI,110.879,0
15/11/2013,EGGS,154,0
15/11/2013,FROZEN FOODS,169.855,0
15/11/2013,GROCERY I,1848,0
15/11/2013,GROCERY II,17,0
15/11/2013,HARDWARE,2,0
15/11/2013,HOME AND KITCHEN I,0,0
15/11/2013,HOME AND KITCHEN II,0,0
15/11/2013,HOME APPLIANCES,0,0
15/11/2013,HOME CARE,0,0
15/11/2013,LADIESWEAR,0,0
15/11/2013,LAWN AND GARDEN,6,0
15/11/2013,LINGERIE,6,0
15/11/2013,"LIQUOR,WINE,BEER",185,0
15/11/2013,MAGAZINES,0,0
15/11/2013,MEATS,944.761,0
15/11/2013,PERSONAL CARE,97,0
15/11/2013,PET SUPPLIES,0,0
15/11/2013,PLAYERS AND ELECTRONICS,0,0
15/11/2013,POULTRY,709.133,0
15/11/2013,PREPARED FOODS,76.602,0
15/11/2013,PRODUCE,9,0
15/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
15/11/2013,SEAFOOD,36.395,0
16/11/2013,AUTOMOTIVE,1,0
16/11/2013,BABY CARE,0,0
16/11/2013,BEAUTY,4,0
16/11/2013,BEVERAGES,971,0
16/11/2013,BOOKS,0,0
16/11/2013,BREAD/BAKERY,244.173,0
16/11/2013,CELEBRATION,0,0
16/11/2013,CLEANING,574,0
16/11/2013,DAIRY,567,0
16/11/2013,DELI,134.23,0
16/11/2013,EGGS,170,0
16/11/2013,FROZEN FOODS,166,0
16/11/2013,GROCERY I,1976,0
16/11/2013,GROCERY II,20,0
16/11/2013,HARDWARE,3,0
16/11/2013,HOME AND KITCHEN I,0,0
16/11/2013,HOME AND KITCHEN II,0,0
16/11/2013,HOME APPLIANCES,0,0
16/11/2013,HOME CARE,0,0
16/11/2013,LADIESWEAR,0,0
16/11/2013,LAWN AND GARDEN,1,0
16/11/2013,LINGERIE,5,0
16/11/2013,"LIQUOR,WINE,BEER",121,0
16/11/2013,MAGAZINES,0,0
16/11/2013,MEATS,256.004,0
16/11/2013,PERSONAL CARE,182,0
16/11/2013,PET SUPPLIES,0,0
16/11/2013,PLAYERS AND ELECTRONICS,0,0
16/11/2013,POULTRY,287.816,0
16/11/2013,PREPARED FOODS,102.087,0
16/11/2013,PRODUCE,2,0
16/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
16/11/2013,SEAFOOD,24.953,0
17/11/2013,AUTOMOTIVE,0,0
17/11/2013,BABY CARE,0,0
17/11/2013,BEAUTY,2,0
17/11/2013,BEVERAGES,363,0
17/11/2013,BOOKS,0,0
17/11/2013,BREAD/BAKERY,158.522,0
17/11/2013,CELEBRATION,0,0
17/11/2013,CLEANING,207,0
17/11/2013,DAIRY,283,0
17/11/2013,DELI,53.215,0
17/11/2013,EGGS,84,0
17/11/2013,FROZEN FOODS,46,0
17/11/2013,GROCERY I,800,0
17/11/2013,GROCERY II,8,0
17/11/2013,HARDWARE,0,0
17/11/2013,HOME AND KITCHEN I,0,0
17/11/2013,HOME AND KITCHEN II,0,0
17/11/2013,HOME APPLIANCES,0,0
17/11/2013,HOME CARE,0,0
17/11/2013,LADIESWEAR,0,0
17/11/2013,LAWN AND GARDEN,5,0
17/11/2013,LINGERIE,1,0
17/11/2013,"LIQUOR,WINE,BEER",0,0
17/11/2013,MAGAZINES,0,0
17/11/2013,MEATS,95.017,0
17/11/2013,PERSONAL CARE,65,0
17/11/2013,PET SUPPLIES,0,0
17/11/2013,PLAYERS AND ELECTRONICS,0,0
17/11/2013,POULTRY,138.788,0
17/11/2013,PREPARED FOODS,44.995,0
17/11/2013,PRODUCE,24,0
17/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
17/11/2013,SEAFOOD,10.606,0
18/11/2013,AUTOMOTIVE,1,0
18/11/2013,BABY CARE,0,0
18/11/2013,BEAUTY,4,0
18/11/2013,BEVERAGES,901,0
18/11/2013,BOOKS,0,0
18/11/2013,BREAD/BAKERY,390.312,0
18/11/2013,CELEBRATION,0,0
18/11/2013,CLEANING,586,0
18/11/2013,DAIRY,582,0
18/11/2013,DELI,143.465,0
18/11/2013,EGGS,169,0
18/11/2013,FROZEN FOODS,81,0
18/11/2013,GROCERY I,2179,0
18/11/2013,GROCERY II,33,0
18/11/2013,HARDWARE,0,0
18/11/2013,HOME AND KITCHEN I,0,0
18/11/2013,HOME AND KITCHEN II,0,0
18/11/2013,HOME APPLIANCES,0,0
18/11/2013,HOME CARE,0,0
18/11/2013,LADIESWEAR,0,0
18/11/2013,LAWN AND GARDEN,5,0
18/11/2013,LINGERIE,19,0
18/11/2013,"LIQUOR,WINE,BEER",77,0
18/11/2013,MAGAZINES,0,0
18/11/2013,MEATS,594.50903,0
18/11/2013,PERSONAL CARE,117,0
18/11/2013,PET SUPPLIES,0,0
18/11/2013,PLAYERS AND ELECTRONICS,0,0
18/11/2013,POULTRY,417.115,0
18/11/2013,PREPARED FOODS,74.908,0
18/11/2013,PRODUCE,1,0
18/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
18/11/2013,SEAFOOD,20.731,0
19/11/2013,AUTOMOTIVE,4,0
19/11/2013,BABY CARE,0,0
19/11/2013,BEAUTY,1,0
19/11/2013,BEVERAGES,1019,0
19/11/2013,BOOKS,0,0
19/11/2013,BREAD/BAKERY,257.704,0
19/11/2013,CELEBRATION,0,0
19/11/2013,CLEANING,627,0
19/11/2013,DAIRY,672,0
19/11/2013,DELI,151.29,0
19/11/2013,EGGS,136,0
19/11/2013,FROZEN FOODS,127.1,0
19/11/2013,GROCERY I,2471,0
19/11/2013,GROCERY II,27,0
19/11/2013,HARDWARE,0,0
19/11/2013,HOME AND KITCHEN I,0,0
19/11/2013,HOME AND KITCHEN II,0,0
19/11/2013,HOME APPLIANCES,0,0
19/11/2013,HOME CARE,0,0
19/11/2013,LADIESWEAR,0,0
19/11/2013,LAWN AND GARDEN,5,0
19/11/2013,LINGERIE,7,0
19/11/2013,"LIQUOR,WINE,BEER",102,0
19/11/2013,MAGAZINES,0,0
19/11/2013,MEATS,310.042,0
19/11/2013,PERSONAL CARE,114,0
19/11/2013,PET SUPPLIES,0,0
19/11/2013,PLAYERS AND ELECTRONICS,0,0
19/11/2013,POULTRY,346.003,0
19/11/2013,PREPARED FOODS,80.801,0
19/11/2013,PRODUCE,0,0
19/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
19/11/2013,SEAFOOD,17.133999,0
20/11/2013,AUTOMOTIVE,6,0
20/11/2013,BABY CARE,0,0
20/11/2013,BEAUTY,1,0
20/11/2013,BEVERAGES,1027,0
20/11/2013,BOOKS,0,0
20/11/2013,BREAD/BAKERY,375.404,0
20/11/2013,CELEBRATION,0,0
20/11/2013,CLEANING,798,0
20/11/2013,DAIRY,674,0
20/11/2013,DELI,127.511,0
20/11/2013,EGGS,153,0
20/11/2013,FROZEN FOODS,124.433,0
20/11/2013,GROCERY I,2530,0
20/11/2013,GROCERY II,40,0
20/11/2013,HARDWARE,1,0
20/11/2013,HOME AND KITCHEN I,0,0
20/11/2013,HOME AND KITCHEN II,0,0
20/11/2013,HOME APPLIANCES,2,0
20/11/2013,HOME CARE,0,0
20/11/2013,LADIESWEAR,0,0
20/11/2013,LAWN AND GARDEN,11,0
20/11/2013,LINGERIE,7,0
20/11/2013,"LIQUOR,WINE,BEER",103,0
20/11/2013,MAGAZINES,0,0
20/11/2013,MEATS,545.761,0
20/11/2013,PERSONAL CARE,135,0
20/11/2013,PET SUPPLIES,0,0
20/11/2013,PLAYERS AND ELECTRONICS,0,0
20/11/2013,POULTRY,332.076,0
20/11/2013,PREPARED FOODS,87.928,0
20/11/2013,PRODUCE,0,0
20/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
20/11/2013,SEAFOOD,18.445,0
21/11/2013,AUTOMOTIVE,3,0
21/11/2013,BABY CARE,0,0
21/11/2013,BEAUTY,3,0
21/11/2013,BEVERAGES,791,0
21/11/2013,BOOKS,0,0
21/11/2013,BREAD/BAKERY,297.284,0
21/11/2013,CELEBRATION,0,0
21/11/2013,CLEANING,586,0
21/11/2013,DAIRY,485,0
21/11/2013,DELI,108.518,0
21/11/2013,EGGS,138,0
21/11/2013,FROZEN FOODS,97,0
21/11/2013,GROCERY I,1938,0
21/11/2013,GROCERY II,14,0
21/11/2013,HARDWARE,2,0
21/11/2013,HOME AND KITCHEN I,0,0
21/11/2013,HOME AND KITCHEN II,0,0
21/11/2013,HOME APPLIANCES,0,0
21/11/2013,HOME CARE,0,0
21/11/2013,LADIESWEAR,0,0
21/11/2013,LAWN AND GARDEN,2,0
21/11/2013,LINGERIE,4,0
21/11/2013,"LIQUOR,WINE,BEER",88,0
21/11/2013,MAGAZINES,0,0
21/11/2013,MEATS,452.13,0
21/11/2013,PERSONAL CARE,94,0
21/11/2013,PET SUPPLIES,0,0
21/11/2013,PLAYERS AND ELECTRONICS,0,0
21/11/2013,POULTRY,292.25,0
21/11/2013,PREPARED FOODS,74.726,0
21/11/2013,PRODUCE,2,0
21/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
21/11/2013,SEAFOOD,9.17,0
22/11/2013,AUTOMOTIVE,2,0
22/11/2013,BABY CARE,0,0
22/11/2013,BEAUTY,1,0
22/11/2013,BEVERAGES,834,0
22/11/2013,BOOKS,0,0
22/11/2013,BREAD/BAKERY,308.073,0
22/11/2013,CELEBRATION,0,0
22/11/2013,CLEANING,630,0
22/11/2013,DAIRY,615,0
22/11/2013,DELI,127.787,0
22/11/2013,EGGS,139,0
22/11/2013,FROZEN FOODS,176.001,0
22/11/2013,GROCERY I,2108,0
22/11/2013,GROCERY II,31,0
22/11/2013,HARDWARE,0,0
22/11/2013,HOME AND KITCHEN I,0,0
22/11/2013,HOME AND KITCHEN II,0,0
22/11/2013,HOME APPLIANCES,0,0
22/11/2013,HOME CARE,0,0
22/11/2013,LADIESWEAR,0,0
22/11/2013,LAWN AND GARDEN,11,0
22/11/2013,LINGERIE,8,0
22/11/2013,"LIQUOR,WINE,BEER",152,0
22/11/2013,MAGAZINES,0,0
22/11/2013,MEATS,839.162,0
22/11/2013,PERSONAL CARE,92,0
22/11/2013,PET SUPPLIES,0,0
22/11/2013,PLAYERS AND ELECTRONICS,0,0
22/11/2013,POULTRY,746.211,0
22/11/2013,PREPARED FOODS,90.625,0
22/11/2013,PRODUCE,8,0
22/11/2013,SCHOOL AND OFFICE SUPPLIES,0,0
22/11/2013,SEAFOOD,18.996,0
23/11/2013,AUTOMOTIVE,2,0
23/11/2013,BABY CARE,0,0
23/11/2013,BEAUTY,2,0
23/11/2013,BEVERAGES,887,0
23/11/2013,BOOKS,0,0
23/11/2013,BREAD/BAKERY,283.898,0
23/11/2013,CELEBRATION,0,0
23/11/2013,CLEANING,459,0
23/11/2013,DAIRY,554,0
23/11/2013,DELI,109.158,0
23/11/2013,EGGS,170,0
23/11/2013,FROZEN FOODS,154.654,0
23/11/2013,GROCERY I,1939,0
23/11/2013,GROCERY II,28,0
23/11/2013,HARDWARE,2,0
23/11/2013,HOME AND KITCHEN I,0,0
23/11/2013,HOME AND KITCHEN II,0,0
23/11/2013,HOME APPLIANCES,0,0
23/11/2013,HOME CARE,0,0
23/11/2013,LADIESWEAR,0,0
